num_conn,mbon_vals
100,0.930389473574315
100,0.884380729324966
100,0.913733504475009
100,0.753461166221292
100,0.819943744963804
100,0.777121674939481
100,0.812235381754391
100,0.848666854265894
100,0.898052972092803
100,0.875829027033358
100,0.914597822820156
100,0.797494711270839
100,0.906625918437532
100,0.897291156368865
100,0.948591351381389
100,0.769193716963648
100,0.893173437027932
100,0.769655734338529
100,0.925801126056734
100,0.935019790763832
100,0.797041678106935
100,0.907968663550779
100,0.707567620250681
100,0.828930692204281
100,0.529383135977472
100,0.834359824427756
100,0.928706981874033
100,0.876643033414283
100,0.608256838604576
100,0.97695064456373
100,0.904569367754282
100,0.947944872651327
100,0.989868419529818
100,0.933381619251186
100,0.927865742115887
100,0.967345309677902
100,0.876578174016462
100,0.76467193082103
100,0.147161455303101
100,0.913192856258333
100,0.913348054755767
100,0.838724211564363
100,0.964735156186954
100,0.867455619571903
100,0.836761053700806
100,0.883025610137887
100,0.696036492615357
100,0.855769890907341
100,0.864035246051716
100,0.945114000816907
100,0.962516059614991
100,0.968484662902763
100,0.87727902123034
100,0.924772659822608
100,0.644611621762517
100,0.959317531647897
100,0.988595795096058
100,0.990030861571927
100,0.711614874753689
100,0.976479946369535
100,0.987463572556785
100,0.956516047238234
100,0.846081309875941
100,0.92085534323712
100,0.95303658543307
100,0.957193406957403
100,0.969185305591431
100,0.97789357318249
100,0.878516820106214
100,0.985882668676533
100,0.853742305377797
100,0.836406441179446
100,0.932122751589601
100,0.807183546985151
100,0.904376356426883
100,0.990620430029369
100,0.980611067006301
100,0.849170340766863
100,0.780857390411475
100,0.885614013612867
100,0.951158796210882
100,0.862894679156546
100,0.85858548914612
100,0.890085147988335
100,0.949760303108703
100,0.95828835784473
100,0.70857838308899
100,0.876942319704884
100,0.865245724327965
100,0.801600944378685
100,0.878388707166091
100,0.906370558389774
100,0.892571029844482
100,0.959815273740578
100,0.95120366645816
100,0.886782935386376
100,0.787082938883758
100,0.788900498070981
100,0.951649942397989
100,0.906554821025124
200,0.944903210004772
200,0.961711921144816
200,0.931476727955308
200,0.80885455550983
200,0.980343029383304
200,0.966811161881147
200,0.934858660839076
200,0.813387470187946
200,0.908718930199402
200,0.878796095049707
200,0.943548694069389
200,0.948369274454765
200,0.970422899988625
200,0.989555267812165
200,0.992827793228293
200,0.746412067702731
200,0.982865005523518
200,0.900423207154968
200,0.973745067490427
200,0.985890984148641
200,0.740694946579866
200,0.921112373461284
200,0.639980222351916
200,0.979545503073242
200,0.800180928959309
200,0.867185296723119
200,0.932457207693924
200,0.974239434501294
200,0.730510952229404
200,0.988035675796913
200,0.926277049177574
200,0.981613448871075
200,0.982733596349121
200,0.948475285905644
200,0.983016919024942
200,0.952937872850312
200,0.99095136901991
200,0.953507490967088
200,0.635541534541452
200,0.945954492133396
200,0.906541056424581
200,0.983641515578201
200,0.984919143034957
200,0.965744179759354
200,0.918940049906259
200,0.986014621627774
200,0.934889772201138
200,0.974265617747368
